Date,State,CO conc (ppm),NO2 conc (ppb),O3 conc (ppm),Pb conc (ug/m3 SC),PM10 conc (ug/m3 SC),PM2.5 conc (ug/m3 LC),SO2 conc (ppb),Total Cases,Confirmed Cases,Sum New Cases
2020-02-05,CA,0.6100000000000001,30.96379310344828,0.03319774011299435,0.017,22.628865979381445,9.287586206896552,1.473170731707317,6.0,6.0,3948.7239225850462
2020-02-06,CA,0.7195402298850575,32.93828125,0.03546842105263158,0.016,28.317073170731707,11.627586206896552,1.7449999999999999,6.0,6.0,3948.7239225850462
2020-02-07,CA,0.7692307692307693,34.14529914529915,0.03835164835164835,0.013,27.892473118279568,16.012587412587415,1.7,6.0,6.0,3948.7239225850462
2020-02-08,CA,0.7938271604938272,27.21532258064516,0.043475675675675673,0.013,27.625,15.264864864864863,1.2785714285714287,6.0,6.0,3948.7239225850462
2020-02-09,CA,0.38146551724137934,19.470383275261323,0.03729166666666667,0.00308855614973262,22.08383233532934,8.596010638297873,0.27297297297297296,6.0,6.0,3948.7239225850462
2020-02-10,CA,0.42142857142857143,24.168548387096774,0.03650810810810811,0.008924999999999999,24.15625,5.7780000000000005,0.6224999999999999,6.0,6.0,3948.7239225850462
2020-02-11,CA,0.5416666666666666,30.480314960629922,0.039236559139784945,0.025,24.431578947368422,6.884768211920529,0.8976190476190476,6.0,6.0,3948.7239225850462
2020-02-12,CA,0.6366666666666666,32.03923076923077,0.04020833333333333,0.015,26.975409836065573,8.975862068965517,1.1219512195121952,7.0,7.0,1.0
2020-02-13,CA,0.6073170731707317,28.634959349593494,0.040887640449438205,0.015,24.695652173913043,10.78310810810811,0.8794871794871794,8.0,8.0,1.0
2020-02-14,CA,0.6308641975308642,29.888,0.04128323699421965,0.014,24.380434782608695,11.726712328767123,1.0,8.0,8.0,3948.728866606187
2020-02-15,CA,0.7023255813953488,29.43348623853211,0.04471578947368421,0.00765934065934066,31.233201581027668,14.096345514950166,1.0567567567567568,8.0,8.0,3948.728866606187
2020-02-16,CA,0.6309523809523809,23.482539682539684,0.04546448087431694,0.011,23.957894736842107,12.196598639455782,1.1225,8.0,8.0,3948.728866606187
2020-02-17,CA,0.5869047619047618,26.892063492063492,0.042251366120218584,0.017,22.648936170212767,10.68843537414966,0.9187500000000001,8.0,8.0,3948.728866606187
2020-02-18,CA,0.6483870967741935,29.483333333333334,0.040142105263157896,0.0155,30.6,11.30547263681592,1.044230769230769,13.0,13.0,5.0
2020-02-19,CA,0.5352941176470588,29.044,0.04211731843575419,0.024,29.5,13.664,0.9914893617021276,15.0,15.0,2.0
2020-02-20,CA,0.6741176470588235,33.315748031496064,0.04341530054644809,0.025,26.778947368421054,11.888815789473684,1.0125,15.0,15.0,3948.7461706801787
2020-02-21,CA,0.6681222707423581,35.289084507042254,0.04251977401129944,0.008195333333333334,31.66565349544073,10.87860962566845,0.7538011695906434,17.0,17.0,2.0
2020-02-22,CA,0.3607142857142857,15.616279069767442,0.038143617021276596,0.015,18.364583333333332,8.460526315789474,0.563265306122449,21.0,21.0,4.0
2020-02-23,CA,0.35833333333333334,16.8936,0.03736756756756757,0.00416,15.073684210526316,8.336423841059602,0.4659574468085107,21.0,21.0,3948.7610027436003
2020-02-24,CA,0.5422222222222222,25.134883720930233,0.03825906735751296,0.017566666666666668,21.572649572649574,9.1935960591133,1.436734693877551,25.0,25.0,4.0
2020-02-25,CA,0.6152941176470588,30.899206349206352,0.039448863636363636,0.031,20.71276595744681,7.393243243243243,0.7653061224489796,25.0,25.0,3948.7708907858814
2020-02-26,CA,0.58,31.484375,0.04235,0.025,20.726315789473684,7.653020134228187,1.1591836734693877,31.0,31.0,6.0
2020-02-27,CA,0.616551724137931,34.95885416666667,0.038373540856031126,0.009106111111111112,27.37837837837838,8.134444444444446,1.2376344086021507,33.0,33.0,2.0
2020-02-28,CA,0.686046511627907,31.08515625,0.04188108108108108,0.023,26.309278350515463,8.76164383561644,1.3499999999999999,33.0,33.0,3948.790666870443
2020-02-29,CA,0.5551724137931034,21.2015503875969,0.043639784946236555,0.015,24.106382978723403,8.07103448275862,0.7816326530612245,34.0,34.0,1.0
2020-03-01,CA,0.25698924731182793,9.253333333333334,0.04143718592964824,0.0165,19.918181818181818,5.609756097560975,0.5269230769230769,34.0,34.0,3948.7931388810134
2020-03-02,CA,0.33647058823529413,19.929133858267715,0.039318435754189945,0.018,20.554347826086957,4.4871621621621625,0.5714285714285714,39.0,39.0,5.0
2020-03-03,CA,0.45529411764705885,28.686507936507937,0.03964804469273743,0.028,20.47872340425532,6.251048951048951,0.9102040816326531,43.0,43.0,4.0
2020-03-04,CA,0.6095,30.627450980392158,0.042086956521739126,0.0071118,31.53061224489796,10.92767857142857,1.005,53.0,53.0,10.0
2020-03-05,CA,0.4917647058823529,25.99291338582677,0.0451,0.018,25.19148936170213,11.124666666666666,0.7551020408163265,60.0,60.0,7.0
2020-03-06,CA,0.48588235294117643,21.3304,0.041363636363636366,0.017,20.666666666666668,8.690728476821192,0.789795918367347,69.0,69.0,9.0
2020-03-07,CA,0.26304347826086955,10.397014925373135,0.03647549019607843,0.01,13.554621848739496,3.5600961538461537,0.49019607843137253,88.0,88.0,19.0
2020-03-08,CA,0.29523809523809524,13.923015873015872,0.03668421052631579,0.008,7.074468085106383,3.3113333333333332,0.7755102040816326,114.0,114.0,26.0
2020-03-09,CA,0.40975609756097564,22.020325203252032,0.03621925133689839,0.031,12.164835164835164,4.035374149659864,0.6574468085106383,133.0,133.0,19.0
2020-03-10,CA,0.2607594936708861,17.01601941747573,0.0282967032967033,0.00269125,10.102127659574467,4.373867595818815,0.46732673267326735,157.0,157.0,24.0
2020-03-11,CA,0.3623529411764706,19.0258064516129,0.03652272727272727,0.012,8.271739130434783,4.928378378378378,0.7659574468085106,177.0,177.0,20.0
2020-03-12,CA,0.4703703703703704,20.75913043478261,0.03443181818181818,0.002777777777777778,11.258064516129032,6.1678321678321675,0.6904761904761905,198.0,198.0,21.0
2020-03-13,CA,0.3076923076923077,16.22977099236641,0.037094736842105264,0.002,13.462962962962964,6.103980099502488,0.466,247.0,247.0,49.0
2020-03-14,CA,0.2697674418604651,11.271875,0.038060109289617484,0.002,31.483516483516482,4.033783783783784,0.4142857142857143,288.0,288.0,41.0
2020-03-15,CA,0.25465116279069766,9.78968253968254,0.039510526315789475,0.004,14.472527472527473,3.3093959731543627,0.45208333333333334,335.0,335.0,47.0
2020-03-16,CA,0.3455056179775281,17.5625,0.03596621621621622,0.005313333333333333,9.185770750988143,3.7841423948220063,0.2539130434782609,392.0,392.0,57.0
2020-03-17,CA,0.3325581395348837,19.743548387096773,0.03986559139784946,0.009,4.456521739130435,3.193103448275862,0.6065217391304348,472.0,472.0,80.0
2020-03-18,CA,0.3717391304347826,20.063636363636363,0.038827225130890056,0.013999999999999999,6.474226804123711,4.107051282051282,0.5481481481481482,510.0,510.0,38.0
2020-03-19,CA,0.3112359550561798,18.9464,0.03898979591836735,0.004666666666666667,6.574074074074074,3.931,0.5444444444444444,675.0,675.0,165.0
2020-03-20,CA,0.3129411764705883,19.377599999999997,0.0402620320855615,0.008,7.336956521739131,4.125517241379311,0.7270833333333333,1006.0,1006.0,331.0
2020-03-21,CA,0.34074074074074073,15.284552845528456,0.04153513513513513,0.009,7.413043478260869,5.172727272727273,0.6727272727272727,1224.0,1224.0,218.0
2020-03-22,CA,0.33225806451612905,14.02754491017964,0.04104564315352697,0.003155555555555556,7.421052631578948,4.360493827160494,0.7303030303030303,1468.0,1468.0,244.0
2020-03-28,CA,0.29454545454545455,14.418181818181818,0.045283185840707965,0.0033807142857142855,13.866197183098592,7.312393162393162,0.55625,4643.0,4643.0,842.0
2020-04-03,CA,0.28469387755102044,16.71712328767123,0.04427064220183486,0.018,18.54225352112676,6.480542986425339,0.4103448275862069,10701.0,10701.0,1510.0
2020-04-04,CA,0.24625,10.526016260162603,0.039375661375661376,0.004824999999999999,15.287234042553191,5.796575342465753,0.4977272727272728,12026.0,12026.0,1325.0
2020-04-05,CA,0.20375000000000001,5.632231404958677,0.035385026737967916,0.007,11.064516129032258,3.1440559440559444,0.472093023255814,13438.0,13438.0,1412.0
