"",country,year,pm10_concentration,pm25_concentration,no2_concentration,pm10_tempcov,pm25_tempcov,no2_tempcov
2773,Italy,2021,23.000000,14.468722,21.0,95.000000,94.402298,93.0
2774,Italy,2020,16.903114,9.308263,6.0,89.722447,89.333282,88.0
2775,Italy,2020,20.000000,13.000000,24.0,95.000000,95.000000,94.0
2776,Italy,2021,20.000000,11.000000,13.0,95.000000,92.000000,92.0
2777,Italy,2021,10.000000,5.362178,4.0,88.000000,89.354055,97.0
2778,Italy,2020,20.000000,12.160281,15.0,94.000000,93.328546,92.0
2779,Italy,2021,24.000000,12.000000,14.0,62.000000,62.000000,62.0
2780,Italy,2021,23.0,13.000000,15.00000,90.0,92.000000,99.000000
2781,Italy,2021,23.0,15.000000,26.00000,97.0,98.000000,98.000000
2782,Italy,2020,20.0,13.000000,18.00000,95.0,93.000000,91.000000
2783,Italy,2021,23.0,7.000000,13.00000,96.0,97.000000,87.000000
2784,Italy,2021,20.0,12.581130,16.00000,98.0,96.818241,96.000000
2785,Italy,2020,20.0,13.000000,33.00000,99.0,98.000000,99.000000
2786,Italy,2021,23.0,15.000000,10.00000,89.0,90.000000,96.000000
2787,Italy,2020,37.0,23.728974,27.00000,99.0,98.083349,99.000000
2788,Italy,2020,10.0,5.424482,2.00000,96.0,94.666355,94.000000
2789,Italy,2020,10.0,4.940282,6.00000,79.0,82.373328,93.000000
2790,Italy,2020,23.0,14.099454,17.11295,93.0,92.734162,92.742395
2791,Italy,2020,20.0,12.000000,13.00000,95.0,94.000000,77.000000
2792,Italy,2020,20.0,12.010939,9.00000,94.0,93.856609,98.000000
2793,Italy,2021,23.0,5.000000,21.00000,99.0,100.000000,99.000000
2794,Italy,2020,20.0,12.907303,20.00000,98.0,97.139242,97.000000
2795,Italy,2021,20.0,12.356031,14.00000,96.0,95.272714,96.000000
2796,Italy,2020,23.0,11.000000,21.00000,93.0,94.000000,93.000000
2797,Italy,2021,23.0,17.000000,22.00000,100.0,99.000000,97.000000
2798,Italy,2020,37.0,27.000000,27.00000,94.0,95.000000,94.000000
2799,Italy,2021,20.0,11.000000,19.00000,98.0,97.000000,96.000000
2800,Italy,2020,24.0,14.000000,20.000000,98.0,98.000000,93.000000
2801,Italy,2021,24.0,13.000000,19.000000,97.0,99.000000,96.000000
2802,Italy,2021,20.0,12.000000,10.000000,98.0,97.000000,96.000000
2803,Italy,2020,20.0,13.024311,23.000000,99.0,97.601376,94.000000
2804,Italy,2020,20.0,11.271788,11.000000,85.0,85.933621,87.000000
2805,Italy,2020,20.0,12.676233,18.000000,98.0,96.776828,95.000000
2806,Italy,2020,24.0,15.000000,25.000000,96.0,96.000000,94.000000
2807,Italy,2020,20.0,14.000000,18.000000,97.0,96.000000,93.000000
2808,Italy,2021,33.0,15.000000,17.000000,98.0,99.000000,94.000000
2809,Italy,2021,24.0,13.287954,17.126417,74.0,77.110006,79.329903
2810,Italy,2020,24.0,16.000000,25.000000,96.0,95.000000,97.000000
2811,Italy,2021,24.0,13.946630,7.000000,96.0,93.915450,89.000000
2812,Italy,2020,10.0,6.076401,5.000000,100.0,98.518463,100.000000
2813,Italy,2021,32.0,22.000000,32.000000,97.0,96.000000,95.000000
2814,Italy,2021,20.0,12.020903,10.000000,99.0,96.726382,92.000000
2815,Italy,2020,20.0,7.000000,3.000000,98.0,98.000000,95.000000
2816,Italy,2021,20.0,13.110497,21.000000,99.0,98.181223,99.000000
2817,Italy,2021,24.0,7.000000,8.000000,93.0,95.000000,95.000000
2818,Italy,2021,10.0,5.000000,3.000000,97.0,96.000000,94.000000
2819,Italy,2020,20.0,11.647935,4.000000,98.0,95.989845,94.000000
2820,Italy,2020,20.000000,13.131781,30.0,91.000000,91.983632,93.0
2821,Italy,2020,20.000000,14.000000,14.0,82.000000,81.000000,94.0
2822,Italy,2020,20.000000,12.771336,20.0,98.000000,96.735416,94.0
2823,Italy,2021,24.000000,15.000000,17.0,96.000000,95.000000,94.0
2824,Italy,2020,33.000000,20.974537,25.0,95.000000,95.039698,98.0
2825,Italy,2020,10.000000,5.000000,2.0,96.000000,96.000000,85.0
2826,Italy,2021,33.000000,21.259420,26.0,99.000000,98.125566,99.0
2827,Italy,2020,24.000000,14.282805,8.0,98.000000,95.952814,93.0
2828,Italy,2021,20.000000,16.000000,13.0,85.000000,80.000000,93.0
2829,Italy,2021,23.000000,14.051479,12.0,99.000000,97.022185,94.0
2830,Italy,2021,20.000000,14.000000,15.0,99.000000,99.000000,100.0
2831,Italy,2020,20.000000,12.000000,21.0,99.000000,98.000000,94.0
2832,Italy,2020,23.000000,13.448915,6.0,99.000000,96.204160,90.0
2833,Italy,2020,34.000000,20.750742,14.0,97.000000,95.553418,95.0
2834,Italy,2020,23.000000,12.859183,6.0,84.000000,85.446289,91.0
2835,Italy,2020,20.000000,15.000000,26.0,99.000000,99.000000,99.0
2836,Italy,2021,16.767495,7.459536,9.0,69.772222,71.623717,63.0
2837,Italy,2021,20.000000,11.921768,11.0,95.000000,93.868319,92.0
2838,Italy,2020,23.000000,12.000000,14.0,94.000000,87.000000,95.0
2839,Italy,2021,9.000000,4.658284,2.0,91.000000,91.192341,95.0
2840,Italy,2020,20.0,11.000000,14.000000,95.0,96.000000,94.000000
2841,Italy,2020,20.0,13.498353,31.000000,98.0,97.113387,93.000000
2842,Italy,2020,23.0,14.338300,16.000000,97.0,96.025464,96.000000
2843,Italy,2020,34.0,21.673508,24.000000,99.0,97.875557,98.000000
2844,Italy,2021,20.0,13.000000,25.000000,98.0,98.000000,96.000000
2845,Italy,2020,34.0,20.993714,20.000000,96.0,94.703016,92.000000
2846,Italy,2020,34.0,21.855280,26.663366,99.0,97.984132,97.884608
2847,Italy,2020,20.0,11.611839,18.000000,75.0,79.805808,93.000000
2848,Italy,2020,20.0,19.000000,10.000000,98.0,98.000000,96.000000
2849,Italy,2021,20.0,11.240965,6.000000,84.0,86.051335,95.000000
2850,Italy,2021,23.0,11.000000,7.000000,65.0,65.000000,50.000000
2851,Italy,2021,21.0,10.000000,11.000000,92.0,91.000000,93.000000
2852,Italy,2021,21.0,12.629694,10.000000,96.0,94.929508,95.000000
2853,Italy,2021,21.0,13.276069,18.000000,98.0,96.754625,95.000000
2854,Italy,2021,23.0,14.472754,18.000000,99.0,97.301774,94.000000
2855,Italy,2021,21.0,15.000000,27.000000,98.0,92.000000,99.000000
2856,Italy,2021,23.0,16.000000,19.000000,90.0,97.000000,95.000000
2857,Italy,2020,21.0,12.738212,14.000000,93.0,92.802796,94.000000
2858,Italy,2020,23.0,14.000000,26.000000,90.0,95.000000,98.000000
2859,Italy,2020,23.0,14.902985,24.000000,96.0,95.806693,97.000000
2860,Italy,2021,23.0,13.000000,23.0,98.0,97.000000,94.0
2861,Italy,2021,23.0,13.000000,10.0,93.0,93.000000,96.0
2862,Italy,2021,20.0,13.000000,12.0,97.0,97.000000,99.0
2863,Italy,2021,37.0,14.000000,30.0,95.0,92.000000,91.0
2864,Italy,2020,23.0,12.000000,22.0,97.0,98.000000,94.0
2865,Italy,2020,21.0,14.000000,27.0,95.0,93.000000,98.0
2866,Italy,2021,21.0,11.617602,11.0,79.0,81.554426,87.0
2867,Italy,2021,23.0,14.667457,20.0,96.0,95.754909,98.0
2868,Italy,2021,21.0,10.000000,15.0,96.0,94.000000,94.0
2869,Italy,2021,23.0,13.446394,7.0,93.0,92.432201,94.0
2870,Italy,2021,23.0,13.000000,22.0,98.0,99.000000,94.0
2871,Italy,2020,9.0,5.747839,17.0,94.0,93.800592,93.0
2872,Italy,2021,9.0,5.000000,3.0,87.0,89.000000,92.0
2873,Italy,2020,23.0,13.000000,25.0,92.0,92.000000,99.0
2874,Italy,2021,23.0,13.000000,21.0,98.0,98.000000,92.0
2875,Italy,2020,9.0,4.897845,3.0,95.0,94.143600,95.0
2876,Italy,2020,23.0,14.797453,20.0,98.0,97.341848,99.0
2877,Italy,2020,23.0,13.000000,20.0,97.0,98.000000,94.0
2878,Italy,2021,23.0,14.289992,16.0,98.0,96.482412,94.0
2879,Italy,2020,20.0,11.833683,6.0,98.0,96.217650,95.0
2880,Italy,2020,33.0,20.912815,23.000000,99.0,97.581945,96.000000
2881,Italy,2021,23.0,14.330856,14.000000,98.0,96.927651,98.000000
2882,Italy,2021,23.0,15.000000,19.000000,100.0,99.000000,95.000000
2883,Italy,2020,23.0,14.409823,17.287876,97.0,96.029338,95.582946
2884,Italy,2020,23.0,16.000000,21.000000,98.0,98.000000,90.000000
2885,Italy,2021,23.0,14.385095,18.000000,98.0,96.441000,93.000000
2886,Italy,2021,20.0,15.000000,21.000000,99.0,95.000000,95.000000
2887,Italy,2021,20.0,11.733074,5.000000,93.0,93.078660,99.000000
2888,Italy,2021,20.0,13.000000,19.000000,93.0,98.000000,95.000000
2889,Italy,2021,23.0,15.000000,8.000000,89.0,94.000000,89.000000
2890,Italy,2021,23.0,13.440851,12.000000,91.0,90.405209,88.000000
2891,Italy,2021,23.0,14.000000,15.000000,94.0,93.000000,96.000000
2892,Italy,2021,23.0,13.000000,13.000000,95.0,93.000000,92.000000
2893,Italy,2020,34.0,23.000000,25.000000,99.0,99.000000,95.000000
2894,Italy,2020,23.0,15.000000,11.000000,98.0,98.000000,99.000000
2895,Italy,2021,20.0,13.000000,20.000000,97.0,97.000000,92.000000
2896,Italy,2020,23.0,14.000000,22.000000,94.0,95.000000,90.000000
2897,Italy,2021,23.0,12.000000,18.000000,96.0,96.000000,99.000000
2898,Italy,2020,23.0,14.000000,22.000000,96.0,96.000000,94.000000
2899,Italy,2021,20.0,12.266382,14.667315,95.0,94.297966,93.922292
2900,Italy,2020,20.000000,16.000000,18.000000,98.00000,100.000000,99.000000
2901,Italy,2020,33.000000,21.000000,36.000000,90.00000,91.000000,97.000000
2902,Italy,2020,37.000000,23.728974,27.000000,99.00000,98.083349,99.000000
2903,Italy,2021,23.000000,18.000000,19.000000,97.00000,96.000000,97.000000
2904,Italy,2020,23.000000,14.744687,18.000000,99.00000,98.109426,100.000000
2905,Italy,2021,20.000000,13.000000,5.000000,81.00000,81.000000,79.000000
2906,Italy,2021,20.000000,10.636945,13.748953,74.00000,76.998294,79.009399
2907,Italy,2020,23.000000,19.000000,22.000000,99.00000,99.000000,100.000000
2908,Italy,2021,30.000000,20.000000,28.000000,99.00000,98.000000,95.000000
2909,Italy,2020,27.000000,15.864656,8.000000,95.00000,93.438489,91.000000
2910,Italy,2021,30.000000,19.000000,21.000000,98.00000,98.000000,97.000000
2911,Italy,2021,14.000000,6.815618,8.770220,76.00000,78.478315,79.948918
2912,Italy,2020,14.000000,8.442323,9.000000,99.00000,97.082223,94.000000
2913,Italy,2020,14.000000,8.119135,5.000000,98.00000,96.169665,94.000000
2914,Italy,2021,19.163869,11.420052,10.000000,94.51342,93.756165,94.000000
2915,Italy,2021,27.000000,20.000000,26.817926,73.00000,92.000000,86.192529
2916,Italy,2020,14.000000,8.173413,5.000000,95.00000,94.529604,98.000000
2917,Italy,2021,27.000000,17.337220,22.000000,98.00000,97.346230,99.000000
2918,Italy,2020,30.000000,18.000000,26.000000,96.00000,98.000000,95.000000
2919,Italy,2020,14.000000,9.000000,5.000000,97.00000,99.000000,94.000000
2920,Italy,2021,14.000000,9.000000,9.000000,93.000000,91.000000,98.000000
2921,Italy,2021,14.000000,8.739146,10.000000,99.000000,97.801865,99.000000
2922,Italy,2020,27.000000,16.000000,28.000000,72.000000,89.000000,93.000000
2923,Italy,2021,14.000000,9.000000,34.000000,92.000000,92.000000,95.000000
2924,Italy,2020,14.000000,11.000000,16.000000,96.000000,96.000000,96.000000
2925,Italy,2020,14.000000,8.600239,9.776045,99.000000,97.425575,96.282086
2926,Italy,2020,30.000000,22.000000,23.000000,97.000000,96.000000,91.000000
2927,Italy,2020,18.505569,10.717567,9.000000,92.118552,91.581289,91.000000
2928,Italy,2020,15.000000,9.677056,18.000000,98.000000,96.887847,95.000000
2929,Italy,2021,27.000000,12.000000,19.000000,94.000000,93.000000,95.000000
2930,Italy,2021,19.387651,11.308029,11.000000,91.321705,90.941649,90.000000
2931,Italy,2021,27.000000,16.959755,18.000000,100.000000,98.073733,95.000000
2932,Italy,2020,14.000000,10.000000,10.000000,96.000000,99.000000,90.000000
2933,Italy,2020,14.000000,8.000000,6.000000,96.000000,98.000000,93.000000
2934,Italy,2021,12.000000,4.922690,7.000000,70.000000,73.147856,73.000000
2935,Italy,2021,30.000000,20.000000,29.000000,97.000000,93.000000,97.000000
2936,Italy,2020,20.478928,13.000000,9.000000,99.245309,98.000000,99.000000
2937,Italy,2020,30.000000,18.487793,19.000000,93.000000,92.835954,94.000000
2938,Italy,2021,17.426570,10.000000,11.000000,98.450099,98.000000,96.000000
2939,Italy,2021,19.101795,11.303693,10.000000,93.715336,93.043395,93.000000
2940,Italy,2021,30.000000,20.000000,35.000000,94.000000,91.000000,95.000000
2941,Italy,2021,30.000000,18.000000,23.000000,99.000000,97.000000,99.000000
2942,Italy,2020,27.000000,22.000000,22.000000,95.000000,96.000000,94.000000
2943,Italy,2021,27.000000,16.961693,21.000000,94.000000,93.991144,96.000000
2944,Italy,2021,27.000000,17.000000,25.000000,99.000000,94.000000,94.000000
2945,Italy,2021,16.455551,9.532309,4.000000,96.105876,94.962315,96.000000
2946,Italy,2021,27.000000,17.000000,15.000000,99.000000,98.000000,98.000000
2947,Italy,2020,22.182777,13.640516,16.469717,94.065318,93.588964,93.433537
2948,Italy,2021,16.169695,9.527974,3.000000,98.499507,97.064061,99.000000
2949,Italy,2021,14.000000,9.000000,9.000000,99.000000,94.000000,83.000000
2950,Italy,2020,16.107621,9.411616,3.000000,97.701424,96.351290,98.000000
2951,Italy,2021,28.000000,20.000000,23.000000,99.000000,99.000000,98.000000
2952,Italy,2021,12.000000,8.000000,4.000000,96.000000,96.000000,98.000000
2953,Italy,2020,14.000000,8.000000,3.000000,86.000000,87.000000,87.000000
2954,Italy,2021,15.000000,10.000000,10.000000,98.000000,90.000000,95.000000
2955,Italy,2020,25.182557,17.000000,12.000000,100.105103,99.000000,98.000000
2956,Italy,2021,30.000000,18.905657,20.000000,98.000000,96.917205,97.000000
2957,Italy,2021,15.000000,10.000000,9.000000,73.000000,73.000000,72.000000
2958,Italy,2020,27.000000,16.754041,18.000000,93.000000,93.259793,97.000000
2959,Italy,2021,17.213484,9.890054,6.000000,93.712863,92.897134,93.000000
2960,Italy,2020,15.000000,10.216852,25.0,97.000000,96.757086,97.0
2961,Italy,2020,17.151410,9.773696,6.0,92.914780,92.184364,92.0
2962,Italy,2020,15.000000,7.000000,2.0,89.000000,85.000000,99.0
2963,Italy,2021,24.149255,16.000000,13.0,99.974108,99.000000,98.0
2964,Italy,2021,15.000000,12.000000,16.0,100.000000,93.000000,96.0
2965,Italy,2020,15.000000,8.345382,7.0,88.000000,88.709787,92.0
2966,Italy,2021,15.000000,10.000000,10.0,88.000000,88.000000,79.0
2967,Italy,2020,15.000000,10.000000,6.0,98.000000,97.000000,95.0
2968,Italy,2021,15.000000,8.764293,5.0,98.000000,96.282070,95.0
2969,Italy,2020,27.000000,17.312330,21.0,98.000000,97.434241,100.0
2970,Italy,2021,15.000000,6.959663,14.0,64.000000,69.050440,73.0
2971,Italy,2021,27.000000,16.000000,23.0,99.000000,93.000000,100.0
2972,Italy,2021,15.000000,8.746846,6.0,97.000000,95.467894,94.0
2973,Italy,2020,25.201247,16.359119,22.0,99.309339,98.471571,100.0
2974,Italy,2020,27.000000,19.000000,21.0,89.000000,90.000000,94.0
2975,Italy,2021,15.000000,8.000000,12.0,93.000000,93.000000,95.0
2976,Italy,2021,15.000000,11.000000,5.0,98.000000,97.000000,94.0
2977,Italy,2020,27.000000,17.408906,25.0,99.000000,97.673755,95.0
2978,Italy,2021,27.000000,17.302327,24.0,96.000000,95.717878,97.0
2979,Italy,2021,15.000000,7.000000,12.0,95.000000,90.000000,90.0
2980,Italy,2021,27.000000,15.000000,27.000000,96.000000,96.000000,97.000000
2981,Italy,2021,15.000000,8.644726,7.000000,94.000000,93.201388,93.000000
2982,Italy,2020,31.000000,22.000000,35.000000,96.000000,94.000000,95.000000
2983,Italy,2021,24.605021,15.772993,21.000000,97.712554,97.009465,98.000000
2984,Italy,2021,30.000000,20.000000,23.000000,97.000000,98.000000,94.000000
2985,Italy,2020,27.000000,16.872096,18.000000,99.000000,97.212959,94.000000
2986,Italy,2021,19.855441,12.000000,14.671811,99.489472,99.000000,97.379260
2987,Italy,2020,19.855441,12.000000,14.671811,99.489472,99.000000,97.379260
2988,Italy,2021,15.000000,9.000000,20.000000,85.000000,84.000000,87.000000
2989,Italy,2021,15.000000,8.000000,7.000000,95.000000,97.000000,91.000000
2990,Italy,2021,15.000000,8.000000,6.000000,96.000000,95.000000,93.000000
2991,Italy,2020,27.000000,16.389563,11.000000,96.000000,95.112102,97.000000
2992,Italy,2021,23.636351,14.488717,20.000000,91.327270,91.270736,90.000000
2993,Italy,2020,15.000000,9.338981,10.000000,99.000000,97.779662,99.000000
2994,Italy,2020,22.182777,13.640516,16.469717,94.065318,93.588964,93.433537
2995,Italy,2020,15.000000,10.000000,5.000000,98.000000,97.000000,92.000000
2996,Italy,2021,27.000000,17.309344,21.000000,99.000000,98.025797,99.000000
2997,Italy,2020,27.000000,19.000000,23.000000,97.000000,96.000000,96.000000
2998,Italy,2021,15.000000,9.000000,5.000000,98.000000,98.000000,89.000000
2999,Italy,2021,15.000000,7.905537,13.000000,88.000000,86.431810,73.000000
3000,Italy,2020,27.000000,22.000000,12.000000,91.000000,90.000000,93.000000
3001,Italy,2021,15.000000,9.000000,6.000000,98.000000,98.000000,95.000000
3002,Italy,2020,15.000000,8.496236,11.000000,86.000000,87.309240,91.000000
3003,Italy,2020,30.000000,20.000000,24.000000,99.000000,98.000000,99.000000
3004,Italy,2021,30.000000,19.203954,23.000000,99.000000,97.917774,98.000000
3005,Italy,2020,15.000000,8.804498,15.000000,92.000000,91.179582,86.000000
3006,Italy,2020,15.000000,8.932594,8.000000,97.000000,95.695700,95.000000
3007,Italy,2020,27.000000,17.002519,23.000000,97.000000,95.589793,91.000000
3008,Italy,2020,15.000000,7.000000,4.000000,97.000000,98.000000,98.000000
3009,Italy,2020,15.000000,11.000000,19.000000,58.000000,60.000000,77.000000
3010,Italy,2020,21.996336,13.540511,16.000000,94.517130,93.975557,94.000000
3011,Italy,2021,28.505792,18.832988,29.000000,99.313667,98.727528,100.000000
3012,Italy,2020,28.505792,18.832988,29.000000,99.313667,98.727528,100.000000
3013,Italy,2021,30.000000,21.000000,24.000000,98.000000,97.000000,98.000000
3014,Italy,2020,28.000000,21.000000,14.000000,99.000000,98.000000,95.000000
3015,Italy,2020,28.000000,17.626235,23.000000,89.000000,90.835136,99.000000
3016,Italy,2021,29.000000,20.000000,37.000000,90.000000,88.000000,98.000000
3017,Italy,2021,22.182777,13.640516,16.469717,94.065318,93.588964,93.433537
3018,Italy,2021,28.000000,18.074495,24.000000,99.000000,98.008779,98.000000
3019,Italy,2020,13.000000,7.000000,7.000000,99.000000,98.000000,96.000000
3020,Italy,2021,29.0,21.000000,25.0,89.0,90.000000,97.0
3021,Italy,2021,29.0,20.000000,17.0,94.0,94.000000,95.0
3022,Italy,2020,28.0,17.490889,15.0,98.0,97.132448,100.0
3023,Italy,2020,28.0,20.000000,13.0,98.0,98.000000,96.0
3024,Italy,2021,28.0,18.144708,25.0,99.0,98.055378,98.0
3025,Italy,2021,28.0,14.000000,20.0,98.0,95.000000,92.0
3026,Italy,2020,28.0,17.799615,20.0,97.0,96.639273,100.0
3027,Italy,2020,28.0,21.000000,23.0,98.0,98.000000,99.0
3028,Italy,2021,28.0,20.000000,24.0,90.0,95.000000,95.0
3029,Italy,2021,28.0,22.000000,26.0,92.0,92.000000,96.0
3030,Italy,2020,31.0,22.000000,19.0,93.0,93.000000,97.0
3031,Italy,2021,28.0,17.793645,20.0,99.0,97.822387,98.0
3032,Italy,2021,28.0,13.000000,25.0,89.0,94.000000,92.0
3033,Italy,2021,28.0,6.000000,8.0,93.0,94.000000,94.0
3034,Italy,2020,28.0,18.007268,23.0,98.0,97.370625,99.0
3035,Italy,2020,29.0,22.000000,21.0,93.0,93.000000,96.0
3036,Italy,2020,29.0,18.000000,24.0,98.0,93.000000,98.0
3037,Italy,2021,28.0,18.108341,25.0,96.0,96.146099,100.0
3038,Italy,2020,28.0,22.000000,27.0,98.0,97.000000,97.0
3039,Italy,2021,12.0,8.000000,4.0,100.0,100.000000,94.0
3040,Italy,2021,28.000000,21.000000,23.000000,100.000000,100.000000,94.000000
3041,Italy,2020,29.000000,18.308743,22.310341,96.000000,95.373111,95.353564
3042,Italy,2020,29.000000,24.000000,26.000000,93.000000,95.000000,97.000000
3043,Italy,2021,29.000000,21.000000,25.000000,96.000000,96.000000,98.000000
3044,Italy,2021,29.000000,15.000000,25.000000,96.000000,95.000000,97.000000
3045,Italy,2021,13.000000,10.000000,15.000000,99.000000,95.000000,99.000000
3046,Italy,2020,13.000000,6.000000,5.000000,99.000000,94.000000,88.000000
3047,Italy,2020,29.000000,20.000000,22.000000,99.000000,97.000000,94.000000
3048,Italy,2021,29.000000,18.608577,25.000000,99.000000,97.629348,95.000000
3049,Italy,2021,29.000000,20.000000,24.000000,99.000000,93.000000,95.000000
3050,Italy,2020,29.000000,17.000000,25.000000,97.000000,93.000000,95.000000
3051,Italy,2021,13.000000,7.658252,5.000000,97.000000,96.004139,98.000000
3052,Italy,2020,29.000000,22.000000,23.000000,89.000000,88.000000,93.000000
3053,Italy,2020,13.000000,9.000000,22.000000,97.000000,97.000000,88.000000
3054,Italy,2022,17.301647,7.929304,10.000000,70.570924,72.373053,64.000000
3055,Italy,2021,29.000000,18.153920,19.000000,95.000000,94.848923,98.000000
3056,Italy,2020,29.000000,18.396466,20.000000,98.000000,97.208626,99.000000
3057,Italy,2020,29.000000,18.000000,17.000000,98.000000,98.000000,95.000000
3058,Italy,2020,19.621917,10.000000,23.000000,88.714944,92.000000,72.000000
3059,Italy,2021,29.000000,18.772419,26.000000,98.000000,97.353607,98.000000
3060,Italy,2021,29.000000,18.781336,30.0,98.000000,96.732347,92.0
3061,Italy,2020,13.000000,7.652281,5.0,99.000000,97.187252,96.0
3062,Italy,2020,29.000000,18.060291,19.0,96.000000,95.171262,95.0
3063,Italy,2020,29.000000,20.000000,19.0,97.000000,96.000000,96.0
3064,Italy,2021,29.000000,18.447720,24.0,99.000000,97.313532,93.0
3065,Italy,2021,30.000000,22.000000,22.0,98.000000,96.000000,99.0
3066,Italy,2021,30.000000,18.497796,16.0,95.000000,94.552316,97.0
3067,Italy,2020,12.000000,6.722241,4.0,95.000000,93.988978,94.0
3068,Italy,2021,30.000000,20.000000,22.0,98.000000,93.000000,99.0
3069,Italy,2021,28.000000,17.000000,15.0,96.000000,95.000000,98.0
3070,Italy,2020,19.859729,11.661438,12.0,91.322324,90.978214,90.0
3071,Italy,2021,30.000000,11.000000,22.0,92.000000,97.000000,95.0
3072,Italy,2020,28.000000,22.000000,31.0,95.000000,95.000000,99.0
3073,Italy,2020,30.000000,21.000000,15.0,99.000000,96.000000,99.0
3074,Italy,2021,23.002566,14.363689,18.0,95.316449,94.761458,95.0
3075,Italy,2020,22.940492,14.247330,18.0,94.518366,94.048688,94.0
3076,Italy,2021,28.000000,17.512795,16.0,99.000000,97.635994,98.0
3077,Italy,2021,28.000000,17.025145,19.0,90.000000,90.298039,91.0
3078,Italy,2020,18.729351,10.605544,10.0,88.926837,88.766772,87.0
3079,Italy,2021,22.244632,14.005944,16.0,97.709462,96.826639,98.0
3080,Italy,2020,23.250862,14.829121,18.0,98.508782,97.612540,99.0
3081,Italy,2021,18.219714,10.713232,8.0,94.512183,93.683035,94.0
3082,Italy,2020,18.629717,10.950284,9.0,93.714718,93.006830,93.0
3083,Italy,2020,28.000000,17.123854,13.0,98.000000,96.366208,95.0
3084,Italy,2021,15.287614,8.937513,1.0,99.296354,97.703701,100.0
3085,Italy,2020,15.238584,7.782600,3.0,86.528259,86.372504,84.0
3086,Italy,2021,12.000000,8.000000,6.0,88.000000,86.000000,98.0
3087,Italy,2021,23.946721,15.070508,20.0,95.317686,94.834589,95.0
3088,Italy,2021,30.000000,21.000000,26.0,98.000000,96.000000,98.0
3089,Italy,2020,25.139173,16.242761,22.0,98.511256,97.758801,99.0
3090,Italy,2021,13.000000,7.631850,6.0,99.000000,96.964633,94.0
3091,Italy,2021,18.567643,10.833925,9.0,92.916635,92.294059,92.0
3092,Italy,2021,29.000000,18.046876,17.0,99.000000,97.256562,95.0
3093,Italy,2021,26.182962,16.604841,25.0,93.724611,93.591874,93.0
3094,Italy,2020,24.108429,14.842127,21.0,91.327888,91.307302,90.0
3095,Italy,2020,30.000000,21.000000,18.0,98.000000,98.000000,95.0
3096,Italy,2020,30.000000,18.000000,22.0,99.000000,94.000000,98.0
3097,Italy,2021,30.000000,20.000000,18.0,97.000000,97.000000,95.0
3098,Italy,2021,13.000000,5.000000,1.0,93.000000,94.000000,92.0
3099,Italy,2020,30.000000,19.000000,23.0,99.000000,99.000000,99.0
3100,Italy,2021,12.000000,7.416923,12.000000,96.000000,95.357147,96.000000
3101,Italy,2020,28.000000,17.934070,22.000000,99.000000,97.915583,98.000000
3102,Italy,2021,26.245036,16.721199,25.000000,94.522695,94.304645,94.000000
3103,Italy,2020,28.000000,21.000000,13.000000,99.000000,98.000000,96.000000
3104,Italy,2020,28.000000,21.000000,21.000000,98.000000,96.000000,96.000000
3105,Italy,2021,23.198162,15.000000,13.000000,98.547268,98.000000,95.000000
3106,Italy,2020,28.000000,22.000000,23.000000,99.000000,98.000000,95.000000
3107,Italy,2021,28.000000,21.000000,36.000000,92.000000,91.000000,98.000000
3108,Italy,2021,28.000000,19.000000,12.000000,98.000000,98.000000,95.000000
3109,Italy,2020,26.496485,18.000000,13.000000,98.920243,98.000000,96.000000
3110,Italy,2020,28.000000,22.000000,14.000000,97.000000,97.000000,98.000000
3111,Italy,2021,28.000000,17.645991,21.465975,96.000000,95.345183,95.273438
3112,Italy,2021,21.710481,13.536176,15.000000,96.910761,96.077303,97.000000
3113,Italy,2020,21.648406,13.419817,15.000000,96.112678,95.364533,96.000000
3114,Italy,2021,28.000000,21.000000,17.000000,98.000000,98.000000,98.000000
3115,Italy,2020,12.000000,9.000000,9.000000,100.000000,92.000000,95.000000
3116,Italy,2020,30.000000,21.000000,23.000000,90.000000,91.000000,91.000000
3117,Italy,2020,25.611251,16.596171,23.000000,98.511874,97.795366,99.000000
3118,Italy,2020,28.000000,18.598318,34.000000,98.000000,97.344770,95.000000
3119,Italy,2021,30.000000,17.000000,27.000000,97.000000,97.000000,99.000000
3120,Italy,2020,30.000000,19.329917,26.000000,97.000000,96.605238,98.000000
3121,Italy,2021,18.120081,11.057972,7.000000,99.300064,97.923092,100.000000
3122,Italy,2020,18.120081,11.057972,7.000000,99.300064,97.923092,100.000000
3123,Italy,2021,26.617481,17.419349,25.000000,99.311194,98.581267,100.000000
3124,Italy,2020,13.000000,9.000000,7.000000,94.000000,94.000000,96.000000
3125,Italy,2021,31.000000,12.000000,18.000000,88.000000,86.000000,87.000000
3126,Italy,2021,20.828399,12.945714,13.000000,97.707607,96.716943,98.000000
3127,Italy,2021,17.000000,7.000000,5.000000,93.000000,90.000000,95.000000
3128,Italy,2020,20.232173,12.359588,12.000000,96.110823,95.254837,96.000000
3129,Italy,2021,26.000000,18.000000,19.000000,97.000000,92.000000,96.000000
3130,Italy,2021,12.000000,6.476710,3.000000,93.000000,92.220832,92.000000
3131,Italy,2020,38.000000,23.855194,24.000000,96.000000,95.339029,96.000000
3132,Italy,2020,18.000000,11.426782,16.000000,98.000000,96.997257,97.000000
