"Date","Source","Site ID","POC","Daily Mean Pb Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"10/06/2020","AQS","480850009","2","0.004","ug/m3 LC",".","Frisco Eubanks","1","100.0000","14129","Lead (TSP) LC","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","085","Collin","33.144662","-96.828809"
"10/18/2020","AQS","480850009","2","0.002","ug/m3 LC",".","Frisco Eubanks","1","100.0000","14129","Lead (TSP) LC","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","085","Collin","33.144662","-96.828809"
"10/30/2020","AQS","480850009","2","0.002","ug/m3 LC",".","Frisco Eubanks","1","100.0000","14129","Lead (TSP) LC","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","085","Collin","33.144662","-96.828809"
"11/11/2020","AQS","480850009","2","0.002","ug/m3 LC",".","Frisco Eubanks","1","100.0000","14129","Lead (TSP) LC","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","085","Collin","33.144662","-96.828809"
"11/23/2020","AQS","480850009","2","0.002","ug/m3 LC",".","Frisco Eubanks","1","100.0000","14129","Lead (TSP) LC","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","085","Collin","33.144662","-96.828809"
"12/05/2020","AQS","480850009","2","0.003","ug/m3 LC",".","Frisco Eubanks","1","100.0000","14129","Lead (TSP) LC","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","085","Collin","33.144662","-96.828809"
"12/17/2020","AQS","480850009","2","0.002","ug/m3 LC",".","Frisco Eubanks","1","100.0000","14129","Lead (TSP) LC","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","085","Collin","33.144662","-96.828809"
"12/29/2020","AQS","480850009","2","0.001","ug/m3 LC",".","Frisco Eubanks","1","100.0000","14129","Lead (TSP) LC","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","085","Collin","33.144662","-96.828809"
"01/04/2020","AQS","480850029","1","0.001","ug/m3 LC",".","Frisco Stonebrook","1","100.0000","14129","Lead (TSP) LC","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","085","Collin","33.136025","-96.824473"
"01/10/2020","AQS","480850029","1","0","ug/m3 LC",".","Frisco Stonebrook","1","100.0000","14129","Lead (TSP) LC","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","085","Collin","33.136025","-96.824473"
"01/16/2020","AQS","480850029","1","0.001","ug/m3 LC",".","Frisco Stonebrook","1","100.0000","14129","Lead (TSP) LC","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","085","Collin","33.136025","-96.824473"
"01/22/2020","AQS","480850029","1","0","ug/m3 LC",".","Frisco Stonebrook","1","100.0000","14129","Lead (TSP) LC","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","085","Collin","33.136025","-96.824473"
"01/28/2020","AQS","480850029","1","0.001","ug/m3 LC",".","Frisco Stonebrook","1","100.0000","14129","Lead (TSP) LC","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","085","Collin","33.136025","-96.824473"
"02/03/2020","AQS","480850029","1","0.001","ug/m3 LC",".","Frisco Stonebrook","1","100.0000","14129","Lead (TSP) LC","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","085","Collin","33.136025","-96.824473"
"02/09/2020","AQS","480850029","1","0","ug/m3 LC",".","Frisco Stonebrook","1","100.0000","14129","Lead (TSP) LC","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","085","Collin","33.136025","-96.824473"
"02/15/2020","AQS","480850029","1","0.001","ug/m3 LC",".","Frisco Stonebrook","1","100.0000","14129","Lead (TSP) LC","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","085","Collin","33.136025","-96.824473"
"02/21/2020","AQS","480850029","1","0.002","ug/m3 LC",".","Frisco Stonebrook","1","100.0000","14129","Lead (TSP) LC","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","085","Collin","33.136025","-96.824473"
"02/27/2020","AQS","480850029","1","0.001","ug/m3 LC",".","Frisco Stonebrook","1","100.0000","14129","Lead (TSP) LC","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","085","Collin","33.136025","-96.824473"
"03/04/2020","AQS","480850029","1","0.002","ug/m3 LC",".","Frisco Stonebrook","1","100.0000","14129","Lead (TSP) LC","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","085","Collin","33.136025","-96.824473"
"03/10/2020","AQS","480850029","1","0.001","ug/m3 LC",".","Frisco Stonebrook","1","100.0000","14129","Lead (TSP) LC","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","085","Collin","33.136025","-96.824473"
"03/16/2020","AQS","480850029","1","0.001","ug/m3 LC",".","Frisco Stonebrook","1","100.0000","14129","Lead (TSP) LC","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","085","Collin","33.136025","-96.824473"
"03/22/2020","AQS","480850029","1","0","ug/m3 LC",".","Frisco Stonebrook","1","100.0000","14129","Lead (TSP) LC","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","085","Collin","33.136025","-96.824473"
"03/28/2020","AQS","480850029","1","0.001","ug/m3 LC",".","Frisco Stonebrook","1","100.0000","14129","Lead (TSP) LC","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","085","Collin","33.136025","-96.824473"
"04/03/2020","AQS","480850029","1","0","ug/m3 LC",".","Frisco Stonebrook","1","100.0000","14129","Lead (TSP) LC","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","085","Collin","33.136025","-96.824473"
"04/09/2020","AQS","480850029","1","0.002","ug/m3 LC",".","Frisco Stonebrook","1","100.0000","14129","Lead (TSP) LC","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","085","Collin","33.136025","-96.824473"
"04/15/2020","AQS","480850029","1","0.002","ug/m3 LC",".","Frisco Stonebrook","1","100.0000","14129","Lead (TSP) LC","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","085","Collin","33.136025","-96.824473"
"04/21/2020","AQS","480850029","1","0.007","ug/m3 LC",".","Frisco Stonebrook","1","100.0000","14129","Lead (TSP) LC","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","085","Collin","33.136025","-96.824473"
"04/27/2020","AQS","480850029","1","0.002","ug/m3 LC",".","Frisco Stonebrook","1","100.0000","14129","Lead (TSP) LC","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","085","Collin","33.136025","-96.824473"
"05/03/2020","AQS","480850029","1","0.001","ug/m3 LC",".","Frisco Stonebrook","1","100.0000","14129","Lead (TSP) LC","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","085","Collin","33.136025","-96.824473"
"05/09/2020","AQS","480850029","1","0.003","ug/m3 LC",".","Frisco Stonebrook","1","100.0000","14129","Lead (TSP) LC","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","085","Collin","33.136025","-96.824473"
"05/15/2020","AQS","480850029","1","0.005","ug/m3 LC",".","Frisco Stonebrook","1","100.0000","14129","Lead (TSP) LC","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","085","Collin","33.136025","-96.824473"
"05/21/2020","AQS","480850029","1","0.018","ug/m3 LC",".","Frisco Stonebrook","1","100.0000","14129","Lead (TSP) LC","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","085","Collin","33.136025","-96.824473"
"05/27/2020","AQS","480850029","1","0.001","ug/m3 LC",".","Frisco Stonebrook","1","100.0000","14129","Lead (TSP) LC","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","085","Collin","33.136025","-96.824473"
"06/02/2020","AQS","480850029","1","0.002","ug/m3 LC",".","Frisco Stonebrook","1","100.0000","14129","Lead (TSP) LC","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","085","Collin","33.136025","-96.824473"
"06/08/2020","AQS","480850029","1","0.001","ug/m3 LC",".","Frisco Stonebrook","1","100.0000","14129","Lead (TSP) LC","19100","Dallas-Fort Worth-Arlington, TX","48","Texas","085","Collin","33.136025","-96.824473"
